"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FS","2025-06-01","90.7","-1.65","5.24","Yamamoto, Yoshinobu",672724,808967,,"ball",,,,,14,"Ball","R","R","R","LAD","NYY","B",,,1,1,2025,"-1.18","-0.12",0.9057853411627439,-0.7935924043464366,683011,,669224,2,3,"Top",,,,,,,8.960312977344701,-131.72697198738848,-8.99703957233599,-15.499493556590652,24.628525483096723,-31.98370594508606,3.36681839317714,1.52184264362263,,,,"91.6",1431,"6.7",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.83",,,,,,,,25,3,"Split-Finger",1,3,3,1,4,1,4,1,"Standard","Standard",234,"-0.076","0.03",,,,"-0.03",,-2,2,0.29,0.71,26,25,27,25,2,1,6,1,6,4,"2.87","1.18","1.18","38.9",,,,,
"FF","2025-06-01","95.4","-1.63","5.34","Yamamoto, Yoshinobu",672724,808967,,"called_strike",,,,,6,"Called Strike","R","R","R","LAD","NYY","S",,,1,0,2025,"-0.74","1.34",0.6654598309580229,2.137775689958568,683011,,669224,2,3,"Top",,,,,,,7.779308262607833,-138.68276508393916,-5.851963520036234,-11.281973772561264,28.82344127558248,-13.774105557662507,3.46684585954757,1.52752880184517,,,,"96.3",2211,"6.7",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.78",,,,,,,,25,2,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",218,"0.004","-0.037",,,,"0.037",,-2,2,0.286,0.714,26,25,27,25,2,1,6,1,6,4,"1.16","0.74","0.74","40.2",,,,,
"CU","2025-06-01","76.1","-1.46","5.46","Yamamoto, Yoshinobu",672724,808967,,"ball",,,,,13,"Ball","R","R","R","LAD","NYY","B",,,0,0,2025,"0.85","-1.29",-1.0485908636618833,2.3957984250287128,683011,,669224,2,3,"Top",,,,,,,-0.6735876451603131,-110.68955717942366,3.043200166471739,7.046269876512289,21.693854506971725,-43.49307475264519,3.33371931404433,1.48647481742121,,,,"76.3",2826,"6.7",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.84",,,,,,,,25,1,"Curveball",1,3,3,1,3,1,3,1,"Standard","Standard",34,"-0.002","0.009",,,,"-0.009",,-2,2,0.288,0.712,26,25,27,25,2,1,6,1,6,4,"5.26","-0.85","-0.85","46.0",,,,,
"FF","2025-06-01","94.9","-1.59","5.42","Yamamoto, Yoshinobu",518934,808967,"strikeout","swinging_strike",,,,,1,"DJ LeMahieu strikes out swinging.","R","R","R","LAD","NYY","S",2,,1,2,2025,"-0.59","1.2",-0.31330981778974754,3.476677496150869,683011,,669224,1,3,"Top",,,,,,,4.696398390107352,-138.15758051431058,-2.1116707058142783,-8.625292710995248,30.700930599983227,-16.590580662315684,3.51,1.67,,,,"95.7",2134,"6.7",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.79",,0,"0",1,0,0,,24,4,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Strategic",217,"0.037","-0.28","67.9","6.7",,"0.28",,-2,2,0.251,0.749,26,36,27,37,2,1,6,1,6,2,"1.33","0.59","0.59","43.0",10.052412127329626,17.396520256062452,23.25685837938099,38.48561804707935,18.584089436725638
"FS","2025-06-01","90.9","-1.7","5.21","Yamamoto, Yoshinobu",518934,808967,,"blocked_ball",,,,,14,"Ball In Dirt","R","R","R","LAD","NYY","B",,,0,2,2025,"-1.19","0.12",0.36869662237810075,-0.19301154096220774,683011,,669224,1,3,"Top",,,,,,,7.75603291680474,-132.0203201053431,-7.958993445237608,-15.495643350830447,25.773027167830517,-29.29472212667221,3.55147147674533,1.57099465914091,,,,"91.6",1351,"6.6",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.86",,,,,,,,24,3,"Split-Finger",1,3,3,1,3,1,3,1,"Standard","Strategic",236,"-0.005","0.026",,,,"-0.026",,-2,2,0.256,0.744,26,36,27,37,2,1,6,1,6,2,"2.63","1.19","1.19","40.3",,,,,
"FS","2025-06-01","90.2","-1.71","5.27","Yamamoto, Yoshinobu",518934,808967,,"swinging_strike",,,,,13,"Swinging Strike","R","R","R","LAD","NYY","S",,,0,1,2025,"-1","0",-0.3048263586051043,0.9668225427518036,683011,,669224,1,3,"Top",,,,,,,5.67993154491862,-131.3448931902045,-4.846911627046999,-12.757417309809705,25.002841902334648,-31.439707895118204,3.51,1.67,,,,"91.5",1231,"6.8",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.71",,,,,,,,24,2,"Split-Finger",1,3,3,1,3,1,3,1,"Standard","Standard",237,"0.013","-0.073","73.0","7.8",,"0.073",,-2,2,0.243,0.757,26,36,27,37,2,1,6,1,6,2,"2.78","1","1","37.3",2.0693208036232464,-4.2435948537744554,36.02340873483282,37.984219041185426,27.3175402992407
"SI","2025-06-01","94.7","-1.66","5.37","Yamamoto, Yoshinobu",518934,808967,,"called_strike",,,,,8,"Called Strike","R","R","R","LAD","NYY","S",,,0,0,2025,"-1.18","0.98",-0.016495960436969215,1.8411915563665153,683011,,669224,1,3,"Top",,,,,,,6.939674926371778,-137.71520102185482,-5.77711052823409,-16.489342962044322,28.50388052103932,-18.65348267676843,3.62981751270904,1.58583000009306,,,,"95.3",2264,"6.5",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.99",,,,,,,,24,1,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",209,"0.008","-0.041",,,,"0.041",,-2,2,0.235,0.765,26,36,27,37,2,1,6,1,6,2,"1.55","1.18","1.18","42.5",,,,,
"CU","2025-06-01","76.5","-1.56","5.47","Yamamoto, Yoshinobu",669224,808967,"single","hit_into_play",,,,,4,"Austin Wells singles on a ground ball to right fielder Teoscar Hernández. Anthony Volpe to 3rd.","R","L","R","LAD","NYY","X",9,"ground_ball",1,0,2025,"1.26","-1.13",-0.5917617480587325,2.4084266248808737,,,683011,1,3,"Top",189.54,117.81,,,,,-0.24049708849097107,-111.29200791275146,2.7085841860412234,10.458554985873624,21.889483921416517,-42.273308600222826,3.53,1.65,85,"99.9",4,"76.7",2779,"6.7",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.85",0.559,0.521,"0.9",1,1,0,4,23,2,"Curveball",1,3,3,1,3,1,3,1,"Infield shade","Standard",35,"-0.049","0.371","74.0","7.9",0.63,"-0.371","99.9",-2,2,0.284,0.716,26,25,27,26,2,1,6,1,6,3,"5.06","-1.26","1.26","47.6",17.95967926947596,-11.652471578401398,30.960814516667483,36.614132089170944,36.3090584332791
"FC","2025-06-01","91.2","-1.8","5.35","Yamamoto, Yoshinobu",669224,808967,,"ball",,,,,14,"Ball","R","L","R","LAD","NYY","B",,,0,0,2025,"0.17","0.86",1.944520185108448,1.7706815483749794,,,683011,1,3,"Top",,,,,,,9.096918675200564,-132.63877784945532,-5.049805587714991,0.38663742915022103,24.552602439719397,-21.17386789545539,3.52802241746781,1.55328751007523,,,,"92.3",2398,"6.7",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.8",,,,,,,,23,1,"Cutter",1,3,3,1,3,1,3,1,"Standard","Standard",197,"-0.003","0.035",,,,"-0.035",,-2,2,0.287,0.7130000000000001,26,25,27,26,2,1,6,1,6,3,"1.86","-0.17","0.17","41.2",,,,,
"SL","2025-06-01","85.3","-1.68","5.36","Yamamoto, Yoshinobu",683011,808967,"single","hit_into_play",,,,,14,"Anthony Volpe singles on a ground ball to right fielder Teoscar Hernández.","R","R","R","LAD","NYY","X",9,"ground_ball",1,2,2025,"0.57","-0.25",1.035601687133818,2.4654559601897423,,,,1,3,"Top",181.06,117.81,,,,,5.23208766511527,-124.252091837012,-0.09447750873179617,5.061402073922947,21.97918081719887,-34.95926931190451,3.43,1.6,89,"84.3",6,"85.6",2831,"6.2",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.34",0.377,0.348,"0.9",1,1,0,4,22,5,"Slider",1,3,3,1,3,1,3,1,"Standard","Standard",65,"-0.023","0.489","54.9","7.2",0.413,"-0.489","88.0",-2,2,0.31,0.69,26,24,27,24,2,1,6,1,6,2,"3.35","-0.57","-0.57","45.1",1.0486008367915012,22.224162791941044,24.983445234110718,51.54291848373933,11.594887630141152
"SL","2025-06-01","86.5","-1.62","5.33","Yamamoto, Yoshinobu",683011,808967,,"foul",,,,,14,"Foul","R","R","R","LAD","NYY","S",,,1,2,2025,"0.48","0.1",0.834591316809154,1.521446049913311,,,,1,3,"Top",,,,,,,4.899671464211276,-125.9746588857723,-3.141128011265924,4.225867487753885,23.529676021906916,-30.699682367381815,3.43,1.6,,,,"87.4",2823,"6.6",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.88",,,,,,,,22,4,"Slider",1,3,3,1,3,1,3,1,"Standard","Standard",82,"0","0","63.0","8.2",,"0",,-2,2,0.31,0.69,26,24,27,24,2,1,6,1,6,2,"2.92","-0.48","-0.48","45.5",8.688409065032857,3.279189544042039,28.56769705661182,48.92962661971078,22.77172332542871
"FF","2025-06-01","95.1","-1.72","5.37","Yamamoto, Yoshinobu",683011,808967,,"swinging_strike",,,,,6,"Swinging Strike","R","R","R","LAD","NYY","S",,,1,1,2025,"-0.4","1.16",0.7548288115502195,2.845088420368479,,,,1,3,"Top",,,,,,,7.3894241601609245,-138.37281343528218,-3.6233842274926937,-6.578090368694883,27.25390130477134,-16.65248013670011,3.43,1.6,,,,"95.8",2081,"6.4",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.06",,,,,,,,22,3,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",212,"0.003","-0.064","70.9","6.7",,"0.064",,-2,2,0.307,0.6930000000000001,26,24,27,24,2,1,6,1,6,2,"1.34","0.4","0.4","50.9",2.3408751636011482,30.30450955388714,26.79669889028874,48.63952730983471,3.1536600902852827
"FS","2025-06-01","90.2","-1.7","5.28","Yamamoto, Yoshinobu",683011,808967,,"ball",,,,,13,"Ball","R","R","R","LAD","NYY","B",,,0,1,2025,"-1.24","-0.08",-0.42561077056192254,-0.20940716473338483,,,,1,3,"Top",,,,,,,5.859171353103132,-131.2189738540907,-7.591250428897605,-15.601799024967393,26.149818643664172,-31.759290197797917,3.46054254313523,1.59897952485936,,,,"90.9",1265,"6.6",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.89",,,,,,,,22,2,"Split-Finger",1,3,3,1,3,1,3,1,"Standard","Standard",233,"-0.001","0.029",,,,"-0.029",,-2,2,0.308,0.692,26,24,27,24,2,1,6,1,6,2,"2.87","1.24","1.24","45.1",,,,,
"CU","2025-06-01","76.2","-1.63","5.39","Yamamoto, Yoshinobu",683011,808967,,"called_strike",,,,,11,"Called Strike","R","R","R","LAD","NYY","S",,,0,0,2025,"0.74","-1.45",-0.8509771205364984,2.737337130200837,,,,1,3,"Top",,,,,,,0.3037684908446091,-110.84828585677577,4.17794582447662,6.0118754575220015,21.425195771769502,-45.06126406803658,3.32790085104456,1.52459061091842,,,,"76.4",2695,"6.6",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.88",,,,,,,,22,1,"Curveball",1,3,3,1,3,1,3,1,"Standard","Standard",34,"0.002","-0.039",,,,"0.039",,-2,2,0.306,0.694,26,24,27,24,2,1,6,1,6,2,"5.4","-0.74","-0.74","48.5",,,,,
"CU","2025-06-01","76.7","-1.5","5.44","Yamamoto, Yoshinobu",691176,808967,"field_out","hit_into_play",,,,,5,"Jasson Domínguez grounds out, first baseman Freddie Freeman to pitcher Yoshinobu Yamamoto.","R","L","R","LAD","NYY","X",3,"ground_ball",0,2,2025,"1.03","-1.43",-0.21711991182785584,2.347435840895306,,,,0,3,"Top",161.81,158.65,,,,,0.8513510135206288,-111.53103879073983,3.201694468951545,8.27865887831938,24.041140837765685,-44.86729850300021,3.51,1.67,6,"90.9",-21,"76.2",2831,"6.4",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.08",0.088,0.084,"0",1,0,0,2,21,3,"Curveball",1,3,3,1,3,1,3,1,"Infield shade","Standard",34,"0.011","-0.165","78.1","7.8",0.091,"0.165","90.9",-2,2,0.295,0.7050000000000001,26,22,27,22,2,1,6,1,6,4,"5.37","-1.03","1.03","50.3",11.484803027938383,-11.61926620572194,29.01864563176764,31.479419620366187,40.273234412932375
"FC","2025-06-01","91.5","-1.86","5.32","Yamamoto, Yoshinobu",691176,808967,,"foul",,,,,12,"Foul","R","L","R","LAD","NYY","S",,,0,1,2025,"0.31","0.79",1.0234294755575333,3.1384699120658395,,,,0,3,"Top",,,,,,,6.655702450576454,-133.23135105741204,-1.3715420534366707,2.2866542377237287,27.73480193401141,-22.639405856516245,3.51,1.67,3,"26.5",-42,"92.1",2412,"6.5",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.95",,,,,,,,21,2,"Cutter",1,3,3,1,3,1,3,1,"Infield shade","Standard",192,"0.004","-0.055","72.5","6.8",,"0.055","88.0",-2,2,0.291,0.7090000000000001,26,22,27,22,2,1,6,1,6,4,"1.92","-0.31","0.31","39.7",1.8720953504337954,1.6700642680339979,28.504727454217083,17.266328108069168,26.604835083585574
"FF","2025-06-01","94.7","-1.89","5.27","Yamamoto, Yoshinobu",691176,808967,,"called_strike",,,,,13,"Called Strike","R","L","R","LAD","NYY","S",,,0,0,2025,"-0.58","1.19",-0.893169580333492,2.485694368288363,,,,0,3,"Top",,,,,,,3.9351607477695802,-137.82563794484258,-4.312976520344832,-8.27635046928589,29.474483929177122,-16.184493309493423,3.51571883259734,1.62052181556568,,,,"95.6",1971,"6.7",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.8",,,,,,,,21,1,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Infield shade","Standard",215,"0.003","-0.039",,,,"0.039",,-2,2,0.288,0.712,26,22,27,22,2,1,6,1,6,4,"1.34","0.58","-0.58","41.5",,,,,
"FS","2025-06-01","90.5","-1.82","5.24","Yamamoto, Yoshinobu",700250,808967,"home_run","hit_into_play",,,,,8,"Ben Rice homers (12) on a fly ball to center field. Aaron Judge scores.","R","L","R","LAD","NYY","X",,"fly_ball",0,2,2025,"-0.18","0.4",-0.13025092090223192,2.162587952072486,,,592450,0,3,"Top",134.93,27.04,,,,,4.614770304264024,-131.82648360965277,-2.679782767532684,-3.007595778541046,25.445835474066882,-27.138694958598204,3.76,1.8,425,"107.4",26,"91.4",1392,"6.5",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.95",0.875,1.753606557377049,"2",1,0,3,6,20,4,"Split-Finger",1,1,1,1,3,1,3,1,"Infield shade","Standard",244,"-0.186","1.154","75.9","7.3",3.461,"-1.154","107.4",0,0,0.474,0.526,26,26,27,26,2,1,6,2,6,2,"2.36","0.18","-0.18","40.1",5.646085865968325,-1.691484869072832,38.89071272093482,36.87527008770661,27.326860421115043
"SL","2025-06-01","87.9","-1.8","5.3","Yamamoto, Yoshinobu",700250,808967,,"foul",,,,,5,"Foul","R","L","R","LAD","NYY","S",,,0,2,2025,"0.39","0.09",0.09099436710665554,2.5913539685727884,,,592450,0,3,"Top",,,,,,,3.8008366035438423,-128.17261373697784,-0.7322432281855301,3.6128171265572164,23.13479075937153,-31.277359016498636,3.76,1.8,3,"84.2",-39,"88.6",2736,"6.4",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.15",,,,,,,,20,3,"Slider",1,1,1,1,1,1,1,1,"Infield shade","Standard",88,"0","0","75.9","7.0",,"0","88.0",0,0,0.474,0.526,26,26,27,26,2,1,6,2,6,2,"2.82","-0.39","0.39","41.3",12.127741000206555,-2.9171761479303666,33.49015896294366,33.97888622813578,28.40808384953339
"CU","2025-06-01","76.9","-1.74","5.32","Yamamoto, Yoshinobu",700250,808967,,"foul",,,,,4,"Foul","R","L","R","LAD","NYY","S",,,0,1,2025,"1.06","-1.05",-0.5068751492434123,2.5658800165474194,,,592450,0,3,"Top",,,,,,,0.7010972214461424,-111.85994509983736,3.1024414368542224,8.695036207833986,21.33204626830967,-41.80277181381658,3.76,1.8,10,"81.9",-14,"76.8",2730,"6.4",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.14",,,,,,,,20,2,"Curveball",1,1,1,1,1,1,1,1,"Infield shade","Standard",37,"0.009","-0.053","75.2","7.8",,"0.053","88.0",0,0,0.465,0.5349999999999999,26,26,27,26,2,1,6,2,6,2,"4.93","-1.06","1.06","47.1",16.69274092010614,-13.850693595282046,30.51127743784523,40.684702146847386,36.55695533471611
"FF","2025-06-01","94.6","-1.85","5.27","Yamamoto, Yoshinobu",700250,808967,,"called_strike",,,,,7,"Called Strike","R","L","R","LAD","NYY","S",,,0,0,2025,"-0.78","1.2",-0.6914724512615297,1.7545899827107465,,,592450,0,3,"Top",,,,,,,4.766556576917809,-137.7122280770293,-6.21896304713627,-10.895294006608243,27.72337974073531,-15.757338598716256,3.81145093559703,1.77082841487974,,,,"95.3",1994,"6.5",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.05",,,,,,,,20,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shade","Standard",221,"0.006","-0.043",,,,"0.043",,0,0,0.459,0.5409999999999999,26,26,27,26,2,1,6,2,6,2,"1.33","0.78","-0.78","41.1",,,,,
"FS","2025-06-01","91.1","-1.72","5.29","Yamamoto, Yoshinobu",592450,808967,"walk","ball",,,,,11,"Aaron Judge walks.","R","R","R","LAD","NYY","B",,,3,1,2025,"-1.12","0.19",-1.7100427735189059,3.1451171589624076,,,,0,3,"Top",,,,,,,2.444170432647461,-132.62498356823346,0.12649794234009526,-13.754547412043925,29.883066694579664,-30.166796955976967,4.15249455241957,1.81290666858365,,,,"90.8",906,"6.2",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.27",,0.691497,"0.7",1,0,0,,19,5,"Split-Finger",1,1,1,1,1,1,1,1,"Standard","Standard",251,"-0.025","0.262",,,,"-0.262",,0,0,0.484,0.516,26,33,27,33,2,1,6,1,6,2,"2.56","1.12","1.12","40.1",,,,,
"FF","2025-06-01","96.2","-1.86","5.21","Yamamoto, Yoshinobu",592450,808967,,"called_strike",,,,,14,"Called Strike","R","R","R","LAD","NYY","S",,,3,0,2025,"-0.51","1.33",0.8971491994291728,2.676004045251872,,,,0,3,"Top",,,,,,,8.497790613618314,-139.87448904411517,-4.165149481679616,-8.5884137968872,31.536161693294225,-13.956987666611086,4.12383407589317,1.8395968538714,,,,"96.4",2189,"6.5",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.03",,,,,,,,19,4,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",214,"0.009","-0.09",,,,"0.09",,0,0,0.475,0.525,26,33,27,33,2,1,6,1,6,2,"1.14","0.51","0.51","40.5",,,,,
"FF","2025-06-01","95.2","-1.7","5.4","Yamamoto, Yoshinobu",592450,808967,,"ball",,,,,11,"Ball","R","R","R","LAD","NYY","B",,,2,0,2025,"-0.58","1.27",-1.1958836674480173,3.9409855470629838,,,,0,3,"Top",,,,,,,2.6332687537553867,-138.64631615089087,-1.072134836922496,-8.084765071896095,29.52436580165033,-15.675754980231314,4.12344179296985,1.8079848753164,,,,"95.6",2122,"6.4",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.11",,,,,,,,19,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",214,"-0.013","0.152",,,,"-0.152",,0,0,0.488,0.512,26,33,27,33,2,1,6,1,6,2,"1.23","0.58","0.58","42.1",,,,,
"FS","2025-06-01","92.2","-1.64","5.32","Yamamoto, Yoshinobu",592450,808967,,"ball",,,,,13,"Ball","R","R","R","LAD","NYY","B",,,1,0,2025,"-1.31","0.08",-0.3300432690400259,0.42964604685439456,,,,0,3,"Top",,,,,,,6.201626171895077,-134.143028693167,-6.848519795663747,-17.092900808675825,26.635460467608013,-30.043889010348312,4.1475746093884,1.76114354510207,,,,"92.9",1454,"6.5",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.96",,,,,,,,19,2,"Split-Finger",1,1,1,1,1,1,1,1,"Standard","Standard",233,"-0.008","0.077",,,,"-0.077",,0,0,0.496,0.504,26,33,27,33,2,1,6,1,6,2,"2.59","1.31","1.31","45.0",,,,,
"FF","2025-06-01","95.7","-1.54","5.47","Yamamoto, Yoshinobu",592450,808967,,"ball",,,,,1,"Ball","R","R","R","LAD","NYY","B",,,0,0,2025,"-0.59","1.36",-0.5211749532067833,4.000519290670764,,,,0,3,"Top",,,,,,,4.018994491514918,-139.37492673896088,-1.3796863603165312,-8.581367849197507,28.76939439437932,-14.222862239008084,4.11410241889222,1.94916008361181,,,,"96.3",2163,"6.4",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.11",,,,,,,,19,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",210,"-0.004","0.041",,,,"-0.041",,0,0,0.5,0.5,26,33,27,33,2,1,6,1,6,2,"1.11","0.59","0.59","45.1",,,,,
"FC","2025-06-01","93.6","-1.81","5.23","Yamamoto, Yoshinobu",663757,808967,"field_out","hit_into_play",,,,,9,"Trent Grisham pops out softly to second baseman Enrique Hernández.","R","L","R","LAD","NYY","X",4,"popup",1,2,2025,"-0.25","0.87",0.7512210827261107,2.0297845340928697,518934,,,2,2,"Top",128.5,147.49,,,,,7.1684193962523635,-136.15466848202522,-4.460321491534957,-4.591222536085882,28.479617068318237,-20.5971566203828,3.6,1.79,136,"49.2",39,"94.1",2448,"6.5",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.03",0.116,0.105,"0",1,0,0,1,14,4,"Cutter",0,1,1,0,1,0,1,0,"Standard","Standard",203,"0.025","-0.196","67.0","7.2",0.116,"0.196","88.0",-1,1,0.418,0.5820000000000001,26,28,27,29,2,1,6,1,6,2,"1.73","0.25","-0.25","38.8",4.074639073900441,3.53104858363075,35.34577000925971,27.868031364518608,18.538203578105477
"FS","2025-06-01","90.6","-1.9","5.27","Yamamoto, Yoshinobu",663757,808967,,"ball",,,,,11,"Ball","R","L","R","LAD","NYY","B",,,0,2,2025,"-0.65","0.17",-1.1549235189346518,2.6660776170896385,518934,,,2,2,"Top",,,,,,,3.259442468283543,-132.03385918137997,-1.0185213243840827,-8.231371844215108,24.89401682725247,-30.20887560773654,3.68782370210615,1.57025007714974,,,,"91.6",1241,"6.6",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.94",,,,,,,,14,3,"Split-Finger",0,1,1,0,1,0,1,0,"Standard","Standard",246,"-0.003","0.027",,,,"-0.027",,-1,1,0.421,0.579,26,28,27,29,2,1,6,1,6,2,"2.58","0.65","-0.65","39.8",,,,,
"FF","2025-06-01","96","-1.78","5.36","Yamamoto, Yoshinobu",663757,808967,,"swinging_strike",,,,,1,"Swinging Strike","R","L","R","LAD","NYY","S",,,0,1,2025,"-0.82","1.2",-0.3561553041633315,3.455538794496658,518934,,,2,2,"Top",,,,,,,5.6358009240216855,-139.70916577947287,-2.201079497104534,-11.952134925496354,30.06697380889157,-16.120850697699968,3.6,1.79,,,,"96.5",2123,"6.5",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.03",,,,,,,,14,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",221,"0.009","-0.062","47.1","6.1",,"0.062",,-1,1,0.412,0.5880000000000001,26,28,27,29,2,1,6,1,6,2,"1.26","0.82","-0.82","39.6",7.893020452295362,35.54394703820019,29.787861679522035,42.45554759238091,6.058992626083283
"FS","2025-06-01","91.4","-1.82","5.31","Yamamoto, Yoshinobu",663757,808967,,"foul",,,,,13,"Foul","R","L","R","LAD","NYY","S",,,0,0,2025,"-0.83","-0.1",-0.09534957716625447,1.656180229085217,518934,,,2,2,"Top",,,,,,,6.156484121679322,-133.06382871657758,-3.1754665425189676,-11.154856227531932,26.071086715623817,-32.94385912568627,3.6,1.79,,,,"92",1322,"6.5",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.05",,,,,,,,14,1,"Split-Finger",0,1,1,0,1,0,1,0,"Standard","Standard",239,"0.005","-0.044","70.0","7.7",,"0.044",,-1,1,0.407,0.593,26,28,27,29,2,1,6,1,6,2,"2.81","0.83","-0.83","37.4",12.814045499234869,5.248253112928684,31.1544736129075,39.72815436642367,21.499456810013463
"FS","2025-06-01","90.4","-1.62","5.3","Yamamoto, Yoshinobu",502671,808967,"field_out","hit_into_play",,,,,8,"Paul Goldschmidt grounds out, third baseman Max Muncy to first baseman Freddie Freeman.","R","R","R","LAD","NYY","X",5,"ground_ball",1,0,2025,"-0.58","0.08",-0.13565343915010808,1.681385108795355,518934,,,1,2,"Top",114.43,171.72,,,,,4.9498533455288936,-131.68032920993096,-3.3381817750162934,-7.703725952208769,24.67516141315929,-30.816255801834266,3.54,1.66,7,"66",-14,"91.1",1292,"6.4",777682,669257,518692,571771,571970,500743,681624,669242,606192,"54.09",0.043,0.043,"0",1,0,0,2,13,2,"Split-Finger",0,1,1,0,1,0,1,0,"Strategic","Standard",246,"0.058","-0.316","75.9","8.2",0.043,"0.316","88.0",-1,1,0.349,0.651,26,37,27,38,2,1,6,1,6,2,"2.68","0.58","0.58","41.7",18.300806141191238,-8.000350722753664,38.77735618527277,42.15121989731836,29.206932068007802
"FS","2025-06-01","91","-1.77","5.2","Yamamoto, Yoshinobu",502671,808967,,"blocked_ball",,,,,14,"Ball In Dirt","R","R","R","LAD","NYY","B",,,0,0,2025,"-1","0.07",0.64854010336634,0.12574250804607034,518934,,,1,2,"Top",,,,,,,8.252944366165922,-132.2139987671778,-7.064803079917231,-13.391908029297692,25.260579893849897,-30.102124277046173,3.55516061821607,1.57204772218516,,,,"91.7",1263,"6.6",777682,669257,518692,571771,571970,500743,681624,669242,606192,"53.91",,,,,,,,13,1,"Split-Finger",0,1,1,0,1,0,1,0,"Strategic","Standard",238,"-0.002","0.026",,,,"-0.026",,-1,1,0.351,0.649,26,37,27,38,2,1,6,1,6,2,"2.67","1","1","36.7",,,,,
