"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-08-18","95.3","-1.89","5.62","Yamamoto, Yoshinobu",682653,808967,,"ball",,,,,14,"Ball","R","R","R","COL","LAD","B",,,0,0,2025,"-0.44","1.2",0.030592463928000246,0.9329963791605903,,,,2,4,"Bot",,,,,,,6.019082844501544,-138.54463672752794,-9.463836428521574,-6.803339450294787,25.101185768626,-14.963770202627266,3.23352480066819,1.26767032392911,,,,"96",2299,"6.3",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.16",,,,,,,,33,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",210,"0.001","0.037",,,,"-0.037",,0,0,0.513,0.513,26,23,27,23,2,1,7,1,6,1,"1.28","0.44","0.44","44.2",,,,,
"FS","2025-08-18","93.1","-2.04","5.45","Yamamoto, Yoshinobu",678662,808967,"field_out","hit_into_play",,,,,11,"Ezequiel Tovar pops out to first baseman Freddie Freeman.","R","R","R","COL","LAD","X",3,"popup",0,1,2025,"-0.59","0.87",-0.8543257542432475,2.9114483552409656,,,,1,4,"Bot",142.24,185.18,,,,,4.359890050657502,-135.7285570936299,-2.8058903177944354,-8.183410678480989,23.706483871869676,-20.914421433931476,3.36,1.52,60,"83",78,"94.4",2255,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.01",0.008,0.007,"0",1,0,0,3,32,2,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",207,"-0.017","-0.215",,,0.008,"0.215","88.0",0,0,0.53,0.53,26,23,27,24,2,1,7,1,6,1,"1.71","0.59","0.59","39.3",,,,,
"CU","2025-08-18","76.2","-1.72","5.57","Yamamoto, Yoshinobu",678662,808967,,"called_strike",,,,,4,"Called Strike","R","R","R","COL","LAD","S",,,0,0,2025,"0.82","-1.08",-0.5150981300152632,2.5636063828953066,,,,1,4,"Bot",,,,,,,1.0834654216403576,-111.0509487345147,2.556680726178344,6.688951850547312,16.266301567297695,-41.79691160209997,3.31798211343896,1.48421773469655,,,,"77.2",2758,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.01",,,,,,,,32,1,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",32,"-0.003","-0.039",,,,"0.039",,0,0,0.533,0.533,26,23,27,24,2,1,7,1,6,1,"4.94","-0.82","-0.82","48.4",,,,,
"FS","2025-08-18","90.8","-1.93","5.42","Yamamoto, Yoshinobu",687597,808967,"field_out","hit_into_play",,,,,7,"Jordan Beck grounds out, third baseman Buddy Kennedy to first baseman Freddie Freeman.","R","R","R","COL","LAD","X",5,"ground_ball",2,2,2025,"-0.29","0.33",-0.3881242070125199,2.052504226606265,,,,0,4,"Bot",95.06,171.45,,,,,4.506232278761403,-132.3055865033177,-3.3576796830237443,-4.293356217569956,23.64475606292708,-27.774456238989607,3.65,1.73,5,"75.8",-24,"91.9",1372,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.99",0.054,0.054,"0",1,0,0,2,31,5,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",238,"-0.023","-0.232","81.9","7.7",0.057,"0.232","88.0",0,0,0.556,0.556,26,24,27,24,2,1,7,1,6,1,"2.39","0.29","0.29","40.3",11.181095387690782,-11.259414959835347,40.6657739786648,32.12218236799221,27.68072097896665
"SI","2025-08-18","94.4","-1.79","5.51","Yamamoto, Yoshinobu",687597,808967,,"called_strike",,,,,7,"Called Strike","R","R","R","COL","LAD","S",,,2,1,2025,"-0.78","0.78",-0.36112838302190564,1.6303456965586343,,,,0,4,"Bot",,,,,,,5.473769410708291,-137.4045224874456,-6.228137332328297,-11.069222267416587,27.19525478842253,-21.09418026327958,3.70099112755836,1.73131547508369,,,,"95.1",2270,"6.4",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.05",,,,,,,,31,4,"Sinker",2,2,2,2,2,2,2,2,"Standard","Standard",206,"-0.008","-0.073",,,,"0.073",,0,0,0.564,0.564,26,24,27,24,2,1,7,1,6,1,"1.75","0.78","0.78","42.3",,,,,
"CU","2025-08-18","75.5","-1.61","5.69","Yamamoto, Yoshinobu",687597,808967,,"ball",,,,,11,"Ball","R","R","R","COL","LAD","B",,,1,1,2025,"1.1","-1.23",-1.5570788894936092,2.957553197443315,,,,0,4,"Bot",,,,,,,-1.8474883405373177,-109.88251220504091,3.5877289252743774,9.264188788190609,18.241821751309313,-42.98564126056318,3.69282707503276,1.79708260923131,,,,"75.9",2723,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.04",,,,,,,,31,3,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",31,"0.005","0.055",,,,"-0.055",,0,0,0.559,0.559,26,24,27,24,2,1,7,1,6,1,"5.21","-1.1","-1.1","49.1",,,,,
"FC","2025-08-18","91","-2.03","5.44","Yamamoto, Yoshinobu",687597,808967,,"ball",,,,,14,"Ball","R","R","R","COL","LAD","B",,,0,1,2025,"0.44","0.65",0.2254470598751233,0.9525847681723618,,,,0,4,"Bot",,,,,,,4.712284144574125,-132.56326153634691,-6.88582763930848,4.510434091047753,21.282314558824595,-23.410219656008522,3.69264415376302,1.72264447559382,,,,"91.9",2471,"6.2",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.3",,,,,,,,31,2,"Cutter",2,2,2,2,2,2,2,2,"Standard","Standard",195,"0.003","0.031",,,,"-0.031",,0,0,0.556,0.556,26,24,27,24,2,1,7,1,6,1,"2.04","-0.44","-0.44","40.3",,,,,
"FF","2025-08-18","94.6","-1.72","5.54","Yamamoto, Yoshinobu",687597,808967,,"foul",,,,,8,"Foul","R","R","R","COL","LAD","S",,,0,0,2025,"-0.49","1.09",0.07099568590630684,2.3084839273051942,,,,0,4,"Bot",,,,,,,5.770966148386642,-137.79171223084037,-5.332422596605214,-7.301375922494918,23.951072165840262,-17.214857422002982,3.65,1.73,258,"79.3",40,"95.9",2165,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.01",,,,,,,,31,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",207,"-0.004","-0.039","68.6","7.3",,"0.039","88.0",0,0,0.56,0.56,26,24,27,24,2,1,7,1,6,1,"1.4","0.49","0.49","43.4",-2.9879252880996154,12.639944648497124,38.549930523481855,39.48862508558458,15.234815799083098
"SI","2025-08-18","95.2","-1.86","5.43","Yamamoto, Yoshinobu",696100,808967,"field_out","hit_into_play",,,,,8,"Hunter Goodman grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.","R","R","R","COL","LAD","X",6,"ground_ball",3,1,2025,"-0.87","0.86",-0.19843352143273707,2.05329465379177,690022,,,2,3,"Bot",106.72,151.68,,,,,6.349010158594475,-138.66370802260673,-5.269997450820935,-12.587860061180525,25.783890530308167,-20.085376726161158,3.45,1.61,6,"104.2",-18,"96.2",2263,"6.4",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.07",0.182,0.169,"0",1,0,0,2,27,5,"Sinker",2,2,2,2,2,2,2,2,"Standard","Standard",214,"-0.048","-0.325",,,0.224,"0.325","104.2",0,0,0.548,0.548,26,25,27,26,2,1,7,1,6,1,"1.61","0.87","0.87","38.7",,,,,
"FC","2025-08-18","92.3","-2.02","5.39","Yamamoto, Yoshinobu",696100,808967,,"ball",,,,,14,"Ball","R","R","R","COL","LAD","B",,,2,1,2025,"0.42","0.59",0.6923040105953491,1.3985765997145119,690022,,,2,3,"Bot",,,,,,,6.031345158546103,-134.45717403323724,-5.756987272952268,4.029445065445738,24.155847632040533,-23.985197838999344,3.32641168080391,1.57592882860091,,,,"93.3",2434,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.04",,,,,,,,27,4,"Cutter",2,2,2,2,2,2,2,2,"Standard","Standard",202,"0.004","0.047",,,,"-0.047",,0,0,0.544,0.544,26,25,27,26,2,1,7,1,6,1,"2.04","-0.42","-0.42","36.3",,,,,
"CU","2025-08-18","75.7","-1.58","5.58","Yamamoto, Yoshinobu",696100,808967,,"called_strike",,,,,1,"Called Strike","R","R","R","COL","LAD","S",,,2,0,2025,"0.85","-1.1",-0.5599468708017863,2.9610664429650964,690022,,,2,3,"Bot",,,,,,,0.6159708017232504,-110.13831446062538,3.594982275844921,6.849094586973763,19.094254503363803,-42.016192735894215,3.27908033700774,1.4914639827855,,,,"76",2811,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.02",,,,,,,,27,3,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",31,"-0.003","-0.048",,,,"0.048",,0,0,0.547,0.547,26,25,27,26,2,1,7,1,6,1,"5.08","-0.85","-0.85","48.1",,,,,
"SI","2025-08-18","95","-1.89","5.41","Yamamoto, Yoshinobu",696100,808967,,"ball",,,,,13,"Ball","R","R","R","COL","LAD","B",,,1,0,2025,"-0.88","0.89",-0.29584763236754763,0.9612255636948093,690022,,,2,3,"Bot",,,,,,,6.1694921798271345,-138.20687850625094,-8.130092318738093,-12.548892709972852,24.824610514626666,-19.215287872366925,3.45374924895938,1.6754908926731,,,,"96.1",2334,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.01",,,,,,,,27,2,"Sinker",2,2,2,2,2,2,2,2,"Standard","Standard",217,"0.003","0.024",,,,"-0.024",,0,0,0.544,0.544,26,25,27,26,2,1,7,1,6,1,"1.59","0.88","0.88","40.3",,,,,
"FS","2025-08-18","90.2","-1.96","5.41","Yamamoto, Yoshinobu",696100,808967,,"ball",,,,,13,"Ball","R","R","R","COL","LAD","B",,,0,0,2025,"-0.74","0.06",-0.5313005132366584,1.3999467291389545,690022,,,2,3,"Bot",,,,,,,5.156282580317723,-131.40084976371844,-4.248729654419258,-9.587001148561194,23.942253432127654,-30.90475289946295,3.44693399907652,1.69061352660998,,,,"91.5",1475,"6.7",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.81",,,,,,,,27,1,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",232,"0.001","0.028",,,,"-0.028",,0,0,0.543,0.543,26,25,27,26,2,1,7,1,6,1,"2.71","0.74","0.74","37.0",,,,,
"CU","2025-08-18","75.7","-1.67","5.62","Yamamoto, Yoshinobu",666160,808967,"field_out","hit_into_play",,,,,8,"Mickey Moniak grounds out, second baseman Miguel Rojas to first baseman Freddie Freeman. Ryan Ritter to 3rd.","R","L","R","COL","LAD","X",4,"ground_ball",0,0,2025,"1.09","-1.08",0.01093499639655493,1.8858074903415805,,690022,,1,3,"Bot",155.87,157.26,,,,,1.564397015691426,-110.36937684227425,1.1502541036394964,8.760733375642692,17.77694789063332,-41.43437612045947,3.47,1.64,23,"66.5",-3,"76.3",2876,"6.4",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.06",0.069,0.067,"0",1,0,0,2,26,1,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",37,"-0.034","-0.259","73.0","8.4",0.072,"0.259","88.0",0,0,0.577,0.577,26,27,27,27,2,1,7,1,6,1,"5.01","-1.09","1.09","46.1",22.928365204347486,-24.495732865773764,33.88901054504001,41.34470504191762,45.79773141680208
"SI","2025-08-18","94.6","-1.94","5.5","Yamamoto, Yoshinobu",671289,808967,"field_out","hit_into_play",,,,,8,"Tyler Freeman grounds out, shortstop Mookie Betts to first baseman Freddie Freeman. Ryan Ritter to 2nd.","R","R","R","COL","LAD","X",6,"ground_ball",3,2,2025,"-0.82","0.74",0.07208810755041051,1.993125926171905,,,690022,0,3,"Bot",100.18,131.64,,,,,7.0988844343597375,-137.68889415028733,-5.26909887946977,-11.841527883092155,23.69992157550564,-21.83267073656496,3.29,1.56,4,"74.7",-27,"95.9",2318,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54",0.048,0.047,"0",1,0,0,2,25,7,"Sinker",2,2,2,2,2,2,2,2,"Standard","Standard",212,"-0.027","-0.407","76.1","6.7",0.07,"0.407","88.0",0,0,0.604,0.604,26,26,27,26,2,1,7,1,6,1,"1.76","0.82","0.82","38.2",-0.8749193920211928,3.378238713325597,38.175425368935976,36.59329424925857,27.638498128782715
"FS","2025-08-18","91.6","-1.86","5.41","Yamamoto, Yoshinobu",671289,808967,,"blocked_ball",,,,,14,"Ball In Dirt","R","R","R","COL","LAD","B",,,2,2,2025,"-0.79","0.44",1.3489373102057192,1.2100802617801762,,,690022,0,3,"Bot",,,,,,,9.899069382549204,-133.28817097443817,-5.888894788350323,-11.183362671877408,20.691785625770052,-25.946528936217447,3.20817567016213,1.60481538060049,,,,"93.3",1658,"6.7",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.79",,,,,,,,25,6,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",230,"0.015","0.113",,,,"-0.113",,0,0,0.589,0.589,26,26,27,26,2,1,7,1,6,1,"2.21","0.79","0.79","36.9",,,,,
"FS","2025-08-18","90.8","-2.08","5.36","Yamamoto, Yoshinobu",671289,808967,,"ball",,,,,13,"Ball","R","R","R","COL","LAD","B",,,1,2,2025,"-0.78","0.07",-0.08658329583413582,0.7976236162460077,,,690022,0,3,"Bot",,,,,,,6.690892659921252,-132.1939563105947,-5.778084670691797,-10.442959994349206,23.190478526171184,-30.494131098795343,3.2929195627387,1.61509748286431,,,,"91.9",1392,"6.6",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.95",,,,,,,,25,5,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",239,"0.005","0.036",,,,"-0.036",,0,0,0.584,0.584,26,26,27,26,2,1,7,1,6,1,"2.65","0.78","0.78","35.5",,,,,
"SL","2025-08-18","88.1","-1.92","5.39","Yamamoto, Yoshinobu",671289,808967,,"foul",,,,,14,"Foul","R","R","R","COL","LAD","S",,,1,2,2025,"0.25","0.01",0.3917081447626927,1.3311562371173102,,,690022,0,3,"Bot",,,,,,,5.131144108207224,-128.44189987154556,-3.928148166778828,1.9785565836772232,21.185946725670604,-31.624143345089053,3.29,1.56,1,"55.7",-62,"89.4",2697,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.96",,,,,,,,25,4,"Slider",2,2,2,2,2,2,2,2,"Standard","Standard",157,"0","0","74.8","8.0",,"0","88.0",0,0,0.584,0.584,26,26,27,26,2,1,7,1,6,1,"2.87","-0.25","-0.25","39.0",15.122675981428344,-20.91734033422481,39.492437610887556,41.011132373099706,42.58856453833917
"FS","2025-08-18","90.3","-1.97","5.41","Yamamoto, Yoshinobu",671289,808967,,"called_strike",,,,,2,"Called Strike","R","R","R","COL","LAD","S",,,1,1,2025,"-0.69","0.26",0.1004091902647597,3.0601157624292643,,,690022,0,3,"Bot",,,,,,,6.661106006548841,-131.49170418779633,-0.5539534361322263,-9.277690208656185,22.79888871964009,-29.24288471631971,3.38174251932616,1.66657808361093,,,,"91.6",1371,"6.7",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.85",,,,,,,,25,3,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",237,"-0.009","-0.07",,,,"0.07",,0,0,0.593,0.593,26,26,27,26,2,1,7,1,6,1,"2.49","0.69","0.69","36.5",,,,,
"FF","2025-08-18","96.1","-2.01","5.41","Yamamoto, Yoshinobu",671289,808967,,"foul",,,,,9,"Foul","R","R","R","COL","LAD","S",,,1,0,2025,"-0.37","0.93",0.5270331266590756,1.8276223489008845,,,690022,0,3,"Bot",,,,,,,7.607876157984514,-139.87426913698806,-6.14818799749919,-6.289819920071687,25.184301808291703,-18.795244795486102,3.29,1.56,271,"81.6",34,"97.5",2198,"6.6",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.89",,,,,,,,25,2,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",221,"-0.008","-0.048","70.1","6.6",,"0.048","88.0",0,0,0.601,0.601,26,26,27,26,2,1,7,1,6,1,"1.5","0.37","0.37","37.9",-14.902347385971215,20.748982688689818,37.753282051030446,43.68038219379414,16.412918962771027
"FC","2025-08-18","90.5","-1.93","5.51","Yamamoto, Yoshinobu",671289,808967,,"ball",,,,,6,"Ball","R","R","R","COL","LAD","B",,,0,0,2025,"0.32","0.52",0.7767709320195464,2.3501326486946112,,,690022,0,3,"Bot",,,,,,,6.0975507444555115,-131.8102865540632,-3.2106658596143576,2.7987839697168537,22.19937591812875,-25.617602049654785,3.26058622370535,1.5922230052844,,,,"91.8",2355,"6.6",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.93",,,,,,,,25,1,"Cutter",2,2,2,2,2,2,2,2,"Standard","Standard",183,"0.006","0.04",,,,"-0.04",,0,0,0.595,0.595,26,26,27,26,2,1,7,1,6,1,"2.21","-0.32","-0.32","39.7",,,,,
"SI","2025-08-18","95","-2.03","5.53","Yamamoto, Yoshinobu",690022,808967,"single","hit_into_play",,,,,4,"Ryan Ritter singles on a ground ball to right fielder Teoscar Hernández. Kyle Karros scores. Brenton Doyle scores.","R","R","R","COL","LAD","X",9,"ground_ball",1,0,2025,"-0.81","0.72",-0.5637592569937109,2.5064140246769986,691720,686668,,0,3,"Bot",182.73,109.62,,,,,5.664564068837656,-138.44655568034793,-4.024099587766841,-11.606624647084526,24.396209432871434,-22.16437696456246,3.5,1.58,92,"99.6",3,"96.1",2278,"6.4",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.14",0.501,0.475,"0.9",1,1,0,4,24,2,"Sinker",0,2,0,2,2,2,2,2,"Standard","Standard",214,"0.097","0.474","68.6","5.9",0.576,"-0.474","99.6",-2,-2,0.498,0.498,26,24,27,25,1,0,7,1,6,1,"1.75","0.81","0.81","38.7",2.2059538063449295,22.980901636138363,32.65580880030987,30.278520465231672,17.233420471350854
"FS","2025-08-18","90.6","-2.16","5.41","Yamamoto, Yoshinobu",690022,808967,,"ball",,,,,13,"Ball","R","R","R","COL","LAD","B",,,0,0,2025,"-0.42","0.23",-0.16226185327905768,1.3719582481609711,691720,686668,,0,3,"Bot",,,,,,,5.898536364488434,-132.05523486692042,-4.823599659496197,-5.912688812631024,21.38941601378804,-28.853643008105838,3.61098920760342,1.71847163948381,,,,"92",1515,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.98",,,,,,,,24,1,"Split-Finger",0,2,0,2,2,0,0,2,"Standard","Standard",234,"0.004","0.022",,,,"-0.022",,-2,-2,0.494,0.494,26,24,27,25,1,0,7,1,6,1,"2.49","0.42","0.42","37.1",,,,,
"SI","2025-08-18","92.7","-2.11","5.49","Yamamoto, Yoshinobu",686668,808967,"single","hit_into_play",,,,,11,"Brenton Doyle singles on a fly ball to right fielder Teoscar Hernández. Kyle Karros to 3rd. Brenton Doyle to 2nd.","R","R","R","COL","LAD","X",9,"fly_ball",0,0,2025,"-0.85","0.94",-0.8901815581422111,2.904866136715679,,,691720,0,3,"Bot",157.75,109.78,,,,,4.982514096425297,-135.0296380601394,-2.9637480943005863,-11.486930401769072,24.635379229567096,-20.154724466950753,3.47,1.68,232,"69",38,"93.6",2284,"6.4",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.1",0.577,0.573,"0.9",1,1,0,3,23,1,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",210,"0.122","0.469","70.0","6.3",0.688,"-0.469","88.0",-2,-2,0.372,0.372,26,27,27,27,1,0,7,1,6,1,"1.67","0.85","0.85","37.6",5.224295607454388,7.277358574423166,32.73665518716208,26.92302250850024,19.188843968292034
"CU","2025-08-18","74.1","-1.7","5.57","Yamamoto, Yoshinobu",691720,808967,"walk","ball",,,,,14,"Kyle Karros walks.","R","R","R","COL","LAD","B",,,3,2,2025,"0.88","-1.01",0.7967521894905826,0.9409854104756983,,,,0,3,"Bot",,,,,,,3.58598982332781,-107.88270173854598,-0.4696262340408255,6.322850687638822,17.90635868001624,-40.23545889730826,3.67732580367218,1.74104350058428,,,,"74.9",2817,"6.7",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.77",,0.691497,"0.7",1,0,0,,22,6,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",27,"0.037","0.356",,,,"-0.356",,-2,-2,0.335,0.335,26,22,27,23,1,0,7,1,6,1,"5.14","-0.88","-0.88","50.2",,,,,
"SI","2025-08-18","95.7","-1.99","5.37","Yamamoto, Yoshinobu",691720,808967,,"foul",,,,,7,"Foul","R","R","R","COL","LAD","S",,,3,1,2025,"-1.06","0.64",-0.5401166258262066,1.9516832498140717,,,,0,3,"Bot",,,,,,,6.232241837348172,-139.39635651475186,-4.976936969944735,-15.095198511283504,24.95284731609956,-22.97167709037113,3.63,1.69,,,,"97",2315,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.98",,,,,,,,22,5,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",218,"-0.011","-0.094","69.1","7.1",,"0.094",,-2,-2,0.346,0.346,26,22,27,23,1,0,7,1,6,1,"1.8","1.06","1.06","35.8",4.762033257576371,-3.649009704525646,40.76287617243265,29.959216195428496,23.656657332439348
"CU","2025-08-18","78.1","-1.76","5.54","Yamamoto, Yoshinobu",691720,808967,,"ball",,,,,14,"Ball","R","R","R","COL","LAD","B",,,2,1,2025,"0.87","-1.07",1.0453134979718146,1.4131576009492992,,,,0,3,"Bot",,,,,,,4.460373614488375,-113.75315237191386,-0.08655504800879221,6.787106917645446,19.648894954144364,-41.68647129009548,3.69980119451061,1.72659436833597,,,,"78.7",2799,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54",,,,,,,,22,4,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",43,"0.014","0.134",,,,"-0.134",,-2,-2,0.332,0.332,26,22,27,23,1,0,7,1,6,1,"4.78","-0.87","-0.87","46.9",,,,,
"FS","2025-08-18","92","-1.85","5.51","Yamamoto, Yoshinobu",691720,808967,,"ball",,,,,13,"Ball","R","R","R","COL","LAD","B",,,1,1,2025,"-0.88","0.29",-0.08624157582314096,0.8349883908184661,,,,0,3,"Bot",,,,,,,6.408400859516591,-133.85407046223258,-6.789491261010673,-11.852140655842534,23.497356642632447,-27.540812996995296,3.69404998887096,1.72088307139028,,,,"93.2",1519,"6.6",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.92",,,,,,,,22,3,"Split-Finger",0,2,0,2,2,0,0,2,"Standard","Standard",235,"0.005","0.055",,,,"-0.055",,-2,-2,0.327,0.327,26,22,27,23,1,0,7,1,6,1,"2.36","0.88","0.88","40.7",,,,,
"FC","2025-08-18","88.2","-2.12","5.47","Yamamoto, Yoshinobu",691720,808967,,"ball",,,,,9,"Ball","R","R","R","COL","LAD","B",,,0,1,2025,"0.4","0.41",0.5558601474035996,1.923934472672975,,,,0,3,"Bot",,,,,,,5.7121036116023935,-128.4901526425064,-3.5424065143442878,3.574816303215434,20.657778639795456,-27.119977117563174,3.73078944067991,1.81329906804893,,,,"89.5",2333,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.97",,,,,,,,22,2,"Cutter",0,2,0,2,2,0,0,2,"Standard","Standard",184,"0.003","0.031",,,,"-0.031",,-2,-2,0.324,0.324,26,22,27,23,1,0,7,1,6,1,"2.46","-0.4","-0.4","40.4",,,,,
"FF","2025-08-18","95","-2.18","5.56","Yamamoto, Yoshinobu",691720,808967,,"called_strike",,,,,9,"Called Strike","R","R","R","COL","LAD","S",,,0,0,2025,"-0.42","1.02",0.6782765760043044,2.1341061445859824,,,,0,3,"Bot",,,,,,,8.461356542405628,-138.20644856094307,-5.732449882682035,-6.949433101198612,23.99523565884819,-18.01338952673628,3.6601425215179,1.71379300739529,,,,"96.3",1914,"6.6",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.94",,,,,,,,22,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",214,"-0.004","-0.039",,,,"0.039",,-2,-2,0.328,0.328,26,22,27,23,1,0,7,1,6,1,"1.46","0.42","0.42","38.9",,,,,
"FS","2025-08-18","92.2","-1.85","5.51","Yamamoto, Yoshinobu",682653,808967,"strikeout","swinging_strike_blocked",,,,,14,"Warming Bernabel strikes out swinging.","R","R","R","COL","LAD","S",2,,1,2,2025,"-0.76","0.18",0.4737943000579019,0.7395789058119617,,,,2,2,"Bot",,,,,,,7.584698222731055,-134.14251541192507,-6.845895069844289,-10.585648592689402,22.543697317037562,-28.906660014890985,3.1,1.38,,,,"93.4",1608,"6.5",776693,687221,518692,500743,671083,605141,669743,681624,606192,"53.98",,0,"0",1,0,0,,17,4,"Split-Finger",0,2,0,2,2,0,0,2,"Standard","Standard",234,"-0.008","-0.182","68.1","8.2",,"0.182",,-2,-2,0.296,0.296,26,23,27,23,1,0,7,1,6,1,"2.45","0.76","0.76","40.8",-0.3120046070125132,-14.56487650092997,39.82766657155076,40.367547906784246,29.278827403369966
"SI","2025-08-18","93.3","-1.97","5.42","Yamamoto, Yoshinobu",682653,808967,,"foul",,,,,11,"Foul","R","R","R","COL","LAD","S",,,1,1,2025,"-0.94","0.76",-0.8961414376787296,2.552465868590245,,,,2,2,"Bot",,,,,,,4.845391078437151,-135.92702721770993,-3.398860306872932,-12.744965516079025,25.726295639661988,-22.147674462614066,3.1,1.38,33,"106.3",-3,"94.2",2182,"6.4",776693,687221,518692,500743,671083,605141,669743,681624,606192,"54.05",,,,,,,,17,3,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",209,"-0.002","-0.062","71.6","7.3",,"0.062","106.3",-2,-2,0.298,0.298,26,23,27,23,1,0,7,1,6,1,"1.82","0.94","0.94","38.6",8.059462440259507,-24.724794528707843,33.56148161247227,24.043844855518994,33.6880320552939
